ats_vendor,access_tier,ats_slug,cohort_reason,sector,sector_source,sector_confidence,sector_note,naics2,nyc_count,ny_state_count,total_count,remote_us_count,is_recruiter,sample_url
greenhouse,1,talkspace,threshold: 5+ nyc postings,healthcare,agent,high,known company,62,19,0,24,2,false,https://www.talkspace.com/careers/job?gh_jid=6128748004
greenhouse,1,harrys,threshold: 5+ nyc postings,consumer_goods,agent,high,known company,31,19,0,23,0,false,https://job-boards.greenhouse.io/harrys/jobs/8067038
greenhouse,1,103644278,threshold: 5+ nyc postings,consumer_goods,agent,medium,titles match Harry's,31,19,0,22,0,false,https://job-boards.greenhouse.io/103644278/jobs/8155109
ashby,1,crosby,threshold: 5+ nyc postings,ai,agent,medium,AI legal firm,54,19,0,21,1,false,https://jobs.ashbyhq.com/crosby/80848cca-dc8b-4427-8602-b6e18015bca4
ashby,1,warp,threshold: 5+ nyc postings,software,agent,medium,payroll or dev tool startup,51,19,19,19,0,false,https://jobs.ashbyhq.com/warp/6fa4373f-2f5e-4fa3-9ce5-e662275ebba8
greenhouse,1,verkada,threshold: 5+ nyc postings,software,agent,high,known company,51,18,0,373,0,false,https://job-boards.greenhouse.io/verkada/jobs/5082442007
lever,1,solidcore,threshold: 5+ nyc postings,healthcare,agent,low,"fitness studios, no fitness sector",62,18,6,326,0,false,https://jobs.lever.co/solidcore/c1bc4321-3898-4671-8081-fc69a86d270d
workday,1,deckers|wd5|deckers,threshold: 5+ nyc postings,consumer_goods,agent,high,known footwear company,31,18,14,306,6,false,https://deckers.wd5.myworkdayjobs.com/deckers/job/UGG-Williamsburg-Retail-Store-Williamsburg-NY/Assistant-Store-Manager---UGG_21483
greenhouse,1,wpp,threshold: 5+ nyc postings,media_advertising,agent,high,known company,51,18,3,299,0,false,https://job-boards.greenhouse.io/wpp/jobs/8564404002
greenhouse,1,flexport,threshold: 5+ nyc postings,logistics_delivery,agent,high,known company,48,18,0,223,0,false,https://job-boards.greenhouse.io/flexport/jobs/8052691
greenhouse,1,optiverus,threshold: 5+ nyc postings,fintech_finance,agent,high,known trading firm,52,18,0,218,0,false,https://www.optiver.com/join-us/jobs/8672685002/?gh_jid=8672685002
ashby,1,notion,threshold: 5+ nyc postings,software,agent,high,known company,51,18,0,170,0,false,https://jobs.ashbyhq.com/notion/59f2246d-9cb5-4e97-879e-46c902dc276a
greenhouse,1,postman,threshold: 5+ nyc postings,software,agent,high,known company,51,18,0,135,1,false,https://job-boards.greenhouse.io/postman/jobs/7866800003
greenhouse,1,teads1,threshold: 5+ nyc postings,software,agent,high,known adtech platform,51,18,0,102,0,false,https://job-boards.eu.greenhouse.io/teads1/jobs/4949046101
workday,1,wmeimg|wd1|wme,threshold: 5+ nyc postings,media_advertising,agent,high,known talent agency,51,18,0,67,0,false,https://wmeimg.wd1.myworkdayjobs.com/wme/job/NY-New-York---11-Madison/Assistant--Books_JR28623
ashby,1,taktile,threshold: 5+ nyc postings,software,agent,high,known decisioning software,51,18,18,51,0,false,https://jobs.ashbyhq.com/taktile/a546b9b7-12eb-4358-a056-f1acfe01c6a4
workday,1,blueowl|wd1|blueowl,threshold: 5+ nyc postings,fintech_finance,agent,high,known asset manager,52,18,1,40,0,false,https://blueowl.wd1.myworkdayjobs.com/blueowl/job/New-York-City-NY/Administrative-Assistant--Institutional-Capital_R-102286
greenhouse,1,whalarinc,threshold: 5+ nyc postings,media_advertising,agent,high,known influencer agency,51,18,0,38,0,false,https://job-boards.greenhouse.io/whalarinc/jobs/6133717004
ashby,1,cape,threshold: 5+ nyc postings,government_public,agent,medium,federal-focused secure carrier,92,18,0,31,5,false,https://jobs.ashbyhq.com/cape/9649a783-82af-4e4e-9cc6-182bf201f8fc
workday,1,weil|wd1|work_at_weil,threshold: 5+ nyc postings,professional_services,agent,high,known law firm,54,18,18,30,0,false,https://weil.wd1.myworkdayjobs.com/work_at_weil/job/New-York/Analyst--Corporate-Research---Competitive-Intelligence_R-105701
ashby,1,middesk,threshold: 5+ nyc postings,software,agent,high,known company,51,18,18,27,0,false,https://jobs.ashbyhq.com/middesk/ce344f6c-f245-4751-ad36-c60abfccfab7
greenhouse,1,paveakatroveinformationtechnologies,threshold: 5+ nyc postings,software,agent,high,known comp software,51,18,0,27,0,false,https://job-boards.greenhouse.io/paveakatroveinformationtechnologies/jobs/4712059005
bamboohr,1,truecareny,threshold: 5+ nyc postings,healthcare,agent,high,titles: home care,62,18,3,24,0,false,https://truecareny.bamboohr.com/careers/566
greenhouse,1,truebill,threshold: 5+ nyc postings,fintech_finance,agent,high,known Rocket Money,52,18,0,23,13,false,https://job-boards.greenhouse.io/truebill/jobs/7726429003
bamboohr,1,thelabnyc,threshold: 5+ nyc postings,media_advertising,agent,medium,creative agency titles,51,18,3,21,0,false,https://thelabnyc.bamboohr.com/careers/248
ashby,1,basiccapital,threshold: 5+ nyc postings,fintech_finance,agent,medium,retirement investing fintech,52,18,18,19,0,false,https://jobs.ashbyhq.com/basiccapital/9ba0bbd2-759d-4ba8-98f6-8d08064287d3
greenhouse,1,bombas,threshold: 5+ nyc postings,consumer_goods,agent,high,known company,31,18,0,18,0,false,https://job-boards.greenhouse.io/bombas/jobs/7616446
ashby,1,govwell,threshold: 5+ nyc postings,software,agent,medium,govtech software,51,18,0,18,0,false,https://jobs.ashbyhq.com/govwell/3bee822e-1401-47dc-bd0c-35e3151eaef6
workday,1,pwc|wd3|us_experienced_careers,threshold: 5+ nyc postings,professional_services,agent,high,known company,54,17,0,725,0,false,https://pwc.wd3.myworkdayjobs.com/us_experienced_careers/job/NY-New-York/AWM---Digital-Assets-Director_752371WD
workday,1,livenation|wd503|lnexternalsite,threshold: 5+ nyc postings,media_advertising,agent,high,known entertainment company,51,17,4,362,0,false,https://livenation.wd503.myworkdayjobs.com/lnexternalsite/job/Brooklyn-NY-USA/Box-Office-Representative_JR-92713-1
workday,1,shakeshack|wd5|external,threshold: 5+ nyc postings,hospitality_food,agent,high,known company,72,17,28,315,0,false,https://shakeshack.wd5.myworkdayjobs.com/external/job/Morningside-2957-Broadway-New-York-NY-10025/Assistant-General-Manager_JR13111-1
workday,1,guardianlife|wd5|guardian-life-careers,threshold: 5+ nyc postings,fintech_finance,agent,high,known insurer,52,17,17,130,8,false,https://guardianlife.wd5.myworkdayjobs.com/guardian-life-careers/job/New-York/XMLNAME-2027-Early-Career-Program-for-Guardian-2026-Intern-Graduates_R000109993
workday,1,bbh|wd5|bbh,threshold: 5+ nyc postings,fintech_finance,agent,high,known bank,52,17,17,129,0,false,https://bbh.wd5.myworkdayjobs.com/bbh/job/New-York/Addepar-Onboarding-Analyst_72130
greenhouse,1,mixpanel,threshold: 5+ nyc postings,software,agent,high,known company,51,17,1,111,41,false,https://job-boards.greenhouse.io/mixpanel/jobs/8142657
greenhouse,1,metroveincenters,threshold: 5+ nyc postings,healthcare,agent,high,titles: clinic staff,62,17,8,108,5,false,https://job-boards.greenhouse.io/metroveincenters/jobs/4395083009
greenhouse,1,carta,threshold: 5+ nyc postings,fintech_finance,agent,high,known company,52,17,0,87,0,false,https://job-boards.greenhouse.io/carta/jobs/7817118003
lever,1,sambatv,threshold: 5+ nyc postings,software,agent,medium,TV measurement adtech,51,17,0,74,0,false,https://jobs.lever.co/sambatv/f35dcb02-28d9-4018-892c-436dad07a44c
greenhouse,1,octus,threshold: 5+ nyc postings,fintech_finance,agent,medium,credit intelligence data,52,17,0,41,5,false,https://job-boards.greenhouse.io/octus/jobs/5036876007
ashby,1,pivotal-health,threshold: 5+ nyc postings,software,agent,medium,health systems software,51,17,0,39,11,false,https://jobs.ashbyhq.com/pivotal-health/0c67e75e-e4c7-49b5-88ee-24ac0d1c1739
greenhouse,1,tubitv,threshold: 5+ nyc postings,media_advertising,agent,high,known streaming service,51,17,0,39,4,false,https://job-boards.greenhouse.io/tubitv/jobs/8128273
workday,1,athene|wd5|apollo_careers,threshold: 5+ nyc postings,fintech_finance,agent,high,known company (Athene/Apollo),52,17,0,38,0,false,https://athene.wd5.myworkdayjobs.com/apollo_careers/job/New-York-New-York/Associate-Director--Strategic-Finance---Principal-Investing-Segment_R254529
greenhouse,1,clearviewhealthcarepartners,threshold: 5+ nyc postings,professional_services,agent,high,life sciences consulting,54,17,0,35,0,false,https://job-boards.greenhouse.io/clearviewhealthcarepartners/jobs/5391785008
greenhouse,1,seatgeek,threshold: 5+ nyc postings,software,agent,high,known company,51,17,0,35,18,false,https://seatgeek.com/jobs/8108835?gh_jid=8108835
greenhouse,1,legalservicesnyc,threshold: 5+ nyc postings,nonprofit_social_services,agent,high,legal aid nonprofit,62,17,0,26,0,false,https://job-boards.greenhouse.io/legalservicesnyc/jobs/4625991006
ashby,1,brigit,threshold: 5+ nyc postings,fintech_finance,agent,high,known company,52,17,0,24,0,false,https://jobs.ashbyhq.com/brigit/c21c0701-c4a9-4291-b906-a5d25c51016d
ashby,1,kaizenlabs,threshold: 5+ nyc postings,government_public,agent,medium,"titles: federal growth, TS/SCI",92,17,0,23,0,false,https://jobs.ashbyhq.com/kaizenlabs/e476479e-58bf-444a-8e22-0311f9bc627c
greenhouse,1,altanaai,threshold: 5+ nyc postings,ai,agent,high,"known company, supply chain AI",54,17,0,22,0,false,https://job-boards.greenhouse.io/altanaai/jobs/7776023003
greenhouse,1,kizen,threshold: 5+ nyc postings,software,agent,medium,"custom domain, SaaS titles",51,17,0,21,0,false,https://kizen.com/jobs?gh_jid=5365458008
ashby,1,conduit-health,threshold: 5+ nyc postings,healthcare,agent,medium,"titles: clinical ops, intake",62,17,0,19,0,false,https://jobs.ashbyhq.com/conduit-health/adafe8b6-a3b1-4ae0-88aa-a655e793fabb
ashby,1,maybern,threshold: 5+ nyc postings,fintech_finance,agent,medium,fund finance software,52,17,17,19,0,false,https://jobs.ashbyhq.com/maybern/996dd074-b54e-4411-abff-3a01368acba0
ashby,1,runlayer,threshold: 5+ nyc postings,ai,agent,medium,"titles: agents, control plane",54,17,0,19,13,false,https://jobs.ashbyhq.com/runlayer/63e79480-6472-4785-9138-19ea750c2ebf
ashby,1,garage,threshold: 5+ nyc postings,software,agent,medium,fire equipment marketplace,51,17,0,18,0,false,https://jobs.ashbyhq.com/garage/de52dcd6-01e7-41eb-bce0-420a160feed6
workday,1,nb|wd1|pwm,threshold: 5+ nyc postings,fintech_finance,agent,high,known company (Neuberger Berman),52,17,0,18,0,false,https://nb.wd1.myworkdayjobs.com/pwm/job/New-York-NY/Channel-Marketing-Analyst--Wealth-Management-_R0012314
ashby,1,basis-research,threshold: 5+ nyc postings,ai,agent,high,known AI research lab,54,17,17,18,0,true,https://jobs.ashbyhq.com/basis-research/97ff8c58-b594-44b8-886c-21cf631dad1c
paylocity,2,International Center of Photography,threshold: 5+ nyc postings,nonprofit_social_services,agent,high,arts nonprofit/school,62,17,0,18,0,false,https://recruiting.paylocity.com/recruiting/Jobs/Details/4316294
ashby,1,patlytics,threshold: 5+ nyc postings,ai,agent,high,"known company, patent AI",54,17,17,18,0,false,https://jobs.ashbyhq.com/patlytics/a6c454ff-179e-4525-af96-2e618359b3ff
lever,1,esrtreit,threshold: 5+ nyc postings,real_estate_proptech,agent,high,known REIT (Empire State),53,17,0,17,0,false,https://jobs.lever.co/esrtreit/5c770267-220f-41fc-939f-0810bfeeffc3
greenhouse,1,eastharlemtutorialprogram,threshold: 5+ nyc postings,education,agent,high,known charter network,61,17,0,17,0,false,https://job-boards.greenhouse.io/eastharlemtutorialprogram/jobs/7768649
ashby,1,january,threshold: 5+ nyc postings,fintech_finance,agent,high,"known company, debt collection",52,17,0,17,0,false,https://jobs.ashbyhq.com/january/b1823bdb-bac9-4b62-a7e4-a0d6c576e652
greenhouse,1,toast,threshold: 5+ nyc postings,software,agent,high,known company,51,16,8,577,76,false,https://careers.toasttab.com/jobs?gh_jid=8046510
workday,1,pfizer|wd1|internaljobs,threshold: 5+ nyc postings,biotech_pharma,agent,high,known company,32,16,10,290,19,false,https://pfizer.wd1.myworkdayjobs.com/internaljobs/job/United-States---New-York---New-York-City/Administrative-Assistant--US-Medical-Affairs--Specialty-Care--Secondment---12-Months-_4962027
greenhouse,1,eositsolutions,threshold: 5+ nyc postings,staffing,agent,medium,"recruiter flag, IT staffing",56,16,0,264,4,true,https://eosits.com/company/careers/?gh_jid=8638129002
greenhouse,1,quberesearchandtechnologies,threshold: 5+ nyc postings,fintech_finance,agent,high,known quant firm,52,16,19,238,0,true,https://job-boards.greenhouse.io/quberesearchandtechnologies/jobs/8625906002
workday,1,broadridge|wd5|careers,threshold: 5+ nyc postings,fintech_finance,agent,high,known company,52,16,9,175,0,false,https://broadridge.wd5.myworkdayjobs.com/careers/job/New-York-NY/Capital-Markets-Client-Service-Associate--Remote---Overnight-Shift-_JR1082208
ashby,1,sailorhealth,threshold: 5+ nyc postings,healthcare,agent,high,"titles: clinical care, remote",62,16,2,169,0,false,https://jobs.ashbyhq.com/sailorhealth/ad22d53c-5da0-406c-bdae-9679647b9ea7
workday,1,aritzia|wd3|external,threshold: 5+ nyc postings,retail,agent,high,known company,44,16,1,168,0,false,https://aritzia.wd3.myworkdayjobs.com/external/job/New-York-NY-USA-Flatiron/Flagship-Inventory-Associate---Flatiron_R0021113
ashby,1,zip,threshold: 5+ nyc postings,software,agent,high,"known company, procurement",51,16,0,159,23,false,https://jobs.ashbyhq.com/zip/8ef39d2b-fb74-4207-99db-0b00046b5d09
greenhouse,1,freedomcare,threshold: 5+ nyc postings,healthcare,agent,high,known home care,62,16,8,150,1,false,https://freedomcare.com/jobs/7860282003?gh_jid=7860282003
workday,1,umusic|wd5|umgus,threshold: 5+ nyc postings,media_advertising,agent,high,known company,51,16,0,117,0,false,https://umusic.wd5.myworkdayjobs.com/umgus/job/New-York-New-York/Administrative-Assistant--A-R-Admin_UMG-25409
greenhouse,1,alphafmcroles,threshold: 5+ nyc postings,professional_services,agent,high,known consulting firm,54,16,14,104,2,false,https://job-boards.greenhouse.io/alphafmcroles/jobs/5854730002
greenhouse,1,alphasights,threshold: 5+ nyc postings,professional_services,agent,high,known company,54,16,16,94,0,false,https://www.alphasights.com/careers/open-roles?gh_jid=8029313
lever,1,true-environmental,threshold: 5+ nyc postings,professional_services,agent,medium,environmental engineering consulting,54,16,0,79,0,false,https://jobs.lever.co/true-environmental/28513437-32f9-458d-a8cf-376e7fd6a9c4
ashby,1,range,threshold: 5+ nyc postings,fintech_finance,agent,high,known wealth management,52,16,0,66,0,false,https://jobs.ashbyhq.com/range/c6185a45-4788-425e-a8ac-49fb76f52831
greenhouse,1,employerdirecthealthcare,threshold: 5+ nyc postings,healthcare,agent,high,known company,62,16,0,50,5,false,https://job-boards.greenhouse.io/employerdirecthealthcare/jobs/5198733007
greenhouse,1,fartherfinance,threshold: 5+ nyc postings,fintech_finance,agent,high,known company,52,16,2,45,0,false,https://job-boards.greenhouse.io/fartherfinance/jobs/4684572005
ashby,1,nexxen,threshold: 5+ nyc postings,media_advertising,agent,high,known adtech,51,16,0,44,0,false,https://jobs.ashbyhq.com/nexxen/0748d366-d68a-497c-baca-304d9abcd4e3
ashby,1,stellar,threshold: 5+ nyc postings,crypto,agent,high,known company,52,16,16,35,0,false,https://jobs.ashbyhq.com/stellar/7d228d6e-e115-4aaf-8b2f-21dc1456b078
greenhouse,1,renttherunway,threshold: 5+ nyc postings,retail,agent,high,known company,44,16,0,33,0,false,https://job-boards.greenhouse.io/renttherunway/jobs/8076878
greenhouse,1,forgeglobal,threshold: 5+ nyc postings,fintech_finance,agent,high,known company,52,16,0,32,0,false,https://job-boards.greenhouse.io/forgeglobal/jobs/6143368004
ashby,1,claritypay,threshold: 5+ nyc postings,fintech_finance,agent,medium,"titles: merchant underwriting, fraud",52,16,0,32,0,false,https://jobs.ashbyhq.com/claritypay/63a3535a-5a5e-4583-b694-ca245497978e
ashby,1,newform,threshold: 5+ nyc postings,media_advertising,agent,medium,"titles: UGC video, content",51,16,0,26,0,false,https://jobs.ashbyhq.com/newform/74a10d93-c97b-4ae1-a079-70db1f8a19fc
greenhouse,1,moversshakers,threshold: 5+ nyc postings,media_advertising,agent,high,creative ad agency,51,16,0,26,0,false,https://job-boards.greenhouse.io/moversshakers/jobs/7749040003
greenhouse,1,crossmediainc,threshold: 5+ nyc postings,media_advertising,agent,high,known media agency,51,16,0,24,6,false,https://boards.greenhouse.io/crossmediainc/jobs/5183030007?gh_jid=5183030007
greenhouse,1,coast,threshold: 5+ nyc postings,fintech_finance,agent,high,known fleet card company,52,16,0,23,0,false,https://job-boards.greenhouse.io/coast/jobs/6121098004
ashby,1,amperos,threshold: 5+ nyc postings,ai,agent,medium,titles: AI billing,54,16,0,21,0,false,https://jobs.ashbyhq.com/amperos/5bd35a94-50d2-4c4b-a3ff-8135bd357134
ashby,1,blacksmith,threshold: 5+ nyc postings,software,agent,high,known CI infra company,51,16,0,21,0,false,https://jobs.ashbyhq.com/blacksmith/915282a3-c12a-4ae8-9483-3f4b02a2e8ff
greenhouse,1,flamingo,threshold: 5+ nyc postings,consumer_goods,agent,high,known razor brand,31,16,0,19,0,false,https://job-boards.greenhouse.io/flamingo/jobs/8067083
greenhouse,1,pagaya,threshold: 5+ nyc postings,fintech_finance,agent,high,known company,52,16,0,19,0,false,https://job-boards.greenhouse.io/pagaya/jobs/7821450003
greenhouse,1,stashinvest,threshold: 5+ nyc postings,fintech_finance,agent,high,known company,52,16,15,17,0,false,https://ats.comparably.com/api/v2/stash/post/8025967:?gh_jid=8025967
greenhouse,1,insider,threshold: 5+ nyc postings,media_advertising,agent,high,known company,51,16,0,17,0,false,https://www.businessinsider.com/work-at-business-insider?gh_jid=6098814004
ashby,1,posh,threshold: 5+ nyc postings,software,agent,high,known events platform,51,16,0,17,0,false,https://jobs.ashbyhq.com/posh/618fefbf-72f1-4fb9-8c7d-46e994200732
greenhouse,1,maesa,threshold: 5+ nyc postings,consumer_goods,agent,high,known beauty company,31,16,4,17,0,false,https://job-boards.greenhouse.io/maesa/jobs/8594838002
paylocity,2,Fountain House Inc,threshold: 5+ nyc postings,nonprofit_social_services,agent,high,known mental health nonprofit,62,16,0,16,0,false,https://recruiting.paylocity.com/recruiting/Jobs/Details/4474883
ashby,1,outtake,threshold: 5+ nyc postings,ai,agent,medium,known AI security startup,54,16,0,16,0,false,https://jobs.ashbyhq.com/outtake/fc83d414-0cee-4845-8e10-3d5d85bfe090
ashby,1,batoncorporation,threshold: 5+ nyc postings,ai,agent,medium,titles: RL engineer,54,16,16,16,0,false,https://jobs.ashbyhq.com/batoncorporation/f27e4b66-3f73-4016-acdf-2409ba00fc05
ashby,1,probook,threshold: 5+ nyc postings,ai,agent,medium,"titles: forward deployed, deployment",54,16,0,16,0,false,https://jobs.ashbyhq.com/probook/bcf84a18-d438-4e8b-b0cc-cf43526df1d3
ashby,1,percepta,threshold: 5+ nyc postings,ai,agent,high,titles: applied AI,54,16,0,16,0,false,https://jobs.ashbyhq.com/percepta/c6f9f5f0-0e66-4f1d-9f8e-87ca4de2bdad
greenhouse,1,piermontbank,threshold: 5+ nyc postings,fintech_finance,agent,high,bank,52,16,0,16,0,false,https://job-boards.greenhouse.io/piermontbank/jobs/4125643007
greenhouse,1,bayada,threshold: 5+ nyc postings,healthcare,agent,high,known home care,62,15,44,4616,0,false,https://jobs.bayada.com/en/jobs?gh_jid=8633643002
lever,1,boxlunch,threshold: 5+ nyc postings,retail,agent,high,known company,44,15,85,3671,0,false,https://jobs.lever.co/boxlunch/3d32934d-5bf8-4d93-9ba3-0d5d375607da
ashby,1,crusoe,threshold: 5+ nyc postings,ai,agent,high,known AI cloud,54,15,0,497,12,false,https://jobs.ashbyhq.com/crusoe/f581dfe7-d2c4-4a22-9974-b9d93e8c3293
workday,1,pvh|wd1|pvh_careers,threshold: 5+ nyc postings,consumer_goods,agent,high,known company,31,15,9,398,0,false,https://pvh.wd1.myworkdayjobs.com/pvh_careers/job/New-York-NY-Calvin-Klein-Office/Associate-Designer--Mens-Accessories---Calvin-Klein_R61371-1
lever,1,brillio-2,threshold: 5+ nyc postings,professional_services,agent,high,known IT consulting,54,15,0,214,0,false,https://jobs.lever.co/brillio-2/2188092a-bea3-4807-a530-564775f1f7ff
workday,1,pimco|wd1|pimco-careers,threshold: 5+ nyc postings,fintech_finance,agent,high,known company,52,15,0,119,0,false,https://pimco.wd1.myworkdayjobs.com/pimco-careers/job/New-York-NY-USA/XMLNAME-2027-Summer-Intern---Capital-Markets-Group-Analyst_R106743
ashby,1,synthesia,threshold: 5+ nyc postings,ai,agent,high,known company,54,15,0,94,4,false,https://jobs.ashbyhq.com/synthesia/a1f0d6c0-7a9a-483d-84a7-e8a4ffb8eee9
workday,1,oneoncology|wd1|nycbs,threshold: 5+ nyc postings,healthcare,agent,high,known oncology practice,62,15,47,70,0,false,https://oneoncology.wd1.myworkdayjobs.com/nycbs/job/New-York-NY/Healthcare-Unit-Coordinator_R-0000025242
ashby,1,chainalysis-careers,threshold: 5+ nyc postings,crypto,agent,high,known company,52,15,15,59,4,false,https://jobs.ashbyhq.com/chainalysis-careers/ddf10f1b-c35d-4a74-b18c-b1b32374bdd0
greenhouse,1,pendo,threshold: 5+ nyc postings,software,agent,high,known company,51,15,0,47,0,false,https://job-boards.greenhouse.io/pendo/jobs/8579465002
workday,1,blackstone|wd1|blackstone_campus_careers,threshold: 5+ nyc postings,fintech_finance,agent,high,known company,52,15,15,44,0,false,https://blackstone.wd1.myworkdayjobs.com/blackstone_campus_careers/job/New-York/XMLNAME-2026-Blackstone-US-Future-Leaders-Program_45140
workday,1,blackstone|wd1|blackstone_technology,threshold: 5+ nyc postings,fintech_finance,agent,high,known company,52,15,18,37,0,false,https://blackstone.wd1.myworkdayjobs.com/blackstone_technology/job/New-York/AI-Engineer--Analyst---Data-Analytics---AI_45238
workday,1,progyny|wd5|progyny,threshold: 5+ nyc postings,healthcare,agent,high,known company,62,15,0,35,0,false,https://progyny.wd5.myworkdayjobs.com/progyny/job/New-York-New-York/Analyst--Medical-Economics---Analytics_JR101106
greenhouse,1,glossier,threshold: 5+ nyc postings,consumer_goods,agent,high,known company,31,15,0,33,0,false,https://boards.greenhouse.io/glossier/jobs/8022362?gh_jid=8022362
lever,1,sunshinesachs,threshold: 5+ nyc postings,media_advertising,agent,high,known PR agency,51,15,0,30,0,false,https://jobs.lever.co/sunshinesachs/7853364f-9dd2-4732-9c61-c868b18352a4
workday,1,guggenheim|wd1|guggenheim_careers,threshold: 5+ nyc postings,fintech_finance,agent,high,known company,52,15,10,29,0,false,https://guggenheim.wd1.myworkdayjobs.com/guggenheim_careers/job/New-York-City-NY--US/Experienced-Analyst---Junior-Associate---Equity-Research--Biotechnology_14842
ashby,1,jobs-valence,threshold: 5+ nyc postings,ai,agent,medium,AI leadership coaching,54,15,1,26,0,false,https://jobs.ashbyhq.com/jobs-valence/11b84ed9-7740-4240-b496-8c73e3f8ca77
ashby,1,nevis,threshold: 5+ nyc postings,ai,agent,medium,"titles: applied AI, FDE",54,15,15,25,1,false,https://jobs.ashbyhq.com/nevis/682261e2-85ac-4869-a74f-be54ec9b3e39
greenhouse,1,bridgewater89,threshold: 5+ nyc postings,fintech_finance,agent,high,known company,52,15,0,24,0,false,https://job-boards.greenhouse.io/bridgewater89/jobs/8395041002
greenhouse,1,semafor,threshold: 5+ nyc postings,media_advertising,agent,high,known company,51,15,0,24,0,false,https://job-boards.greenhouse.io/semafor/jobs/4664826005
greenhouse,1,falconx,threshold: 5+ nyc postings,crypto,agent,high,known company,52,15,0,24,0,false,https://job-boards.greenhouse.io/falconx/jobs/4719427005
paylocity,2,ALL ROLES,threshold: 5+ nyc postings,unknown,agent,low,"generic slug, gym titles",,15,2,23,0,false,https://recruiting.paylocity.com/recruiting/Jobs/Details/4053380
greenhouse,1,swayable,threshold: 5+ nyc postings,software,agent,medium,research/measurement platform,51,15,1,22,0,false,https://job-boards.greenhouse.io/swayable/jobs/5194210007
greenhouse,1,davidzwirnergallery,threshold: 5+ nyc postings,media_advertising,agent,medium,art gallery,51,15,0,20,0,false,https://job-boards.greenhouse.io/davidzwirnergallery/jobs/5191279007
greenhouse,1,fiveringsllc,threshold: 5+ nyc postings,fintech_finance,agent,high,known trading firm,52,15,15,20,0,false,https://job-boards.greenhouse.io/fiveringsllc/jobs/5255334008
ashby,1,interplay,threshold: 5+ nyc postings,software,agent,low,"venture studio, generic titles",51,15,15,19,0,false,https://jobs.ashbyhq.com/interplay/dd4850fe-db6a-46a7-883e-7ec4ae2d1e82
greenhouse,1,layerhealth,threshold: 5+ nyc postings,ai,agent,high,known clinical AI,54,15,0,19,3,false,https://job-boards.greenhouse.io/layerhealth/jobs/5024333008
greenhouse,1,familyoffice,threshold: 5+ nyc postings,fintech_finance,agent,medium,"titles: equity trader, quant",52,15,15,17,0,false,https://job-boards.greenhouse.io/familyoffice/jobs/7772292003
bamboohr,1,gradient,threshold: 5+ nyc postings,media_advertising,agent,medium,titles: experiential agency,51,15,0,17,0,false,https://gradient.bamboohr.com/careers/104
greenhouse,1,iex,threshold: 5+ nyc postings,fintech_finance,agent,high,known exchange,52,15,14,16,0,false,https://iex.io/careers/apply?gh_jid=8139969
greenhouse,1,ogilvyhealthusa,threshold: 5+ nyc postings,media_advertising,agent,high,known agency,51,15,0,16,0,false,https://job-boards.greenhouse.io/ogilvyhealthusa/jobs/4730068005
greenhouse,1,dorsia,threshold: 5+ nyc postings,software,agent,high,known dining app,51,15,0,16,0,false,https://job-boards.greenhouse.io/dorsia/jobs/5162600007
ashby,1,sandbar,threshold: 5+ nyc postings,ai,agent,medium,"titles: ML audio, lab",54,15,0,15,0,false,https://jobs.ashbyhq.com/sandbar/c80cf04b-b597-4bc9-ae06-d920a7c88a27
ashby,1,thread-ai,threshold: 5+ nyc postings,ai,agent,high,titles: applied AI,54,15,15,15,0,false,https://jobs.ashbyhq.com/thread-ai/f652f58c-6a4b-47da-a9de-d3948134829f
ashby,1,moment,threshold: 5+ nyc postings,fintech_finance,agent,medium,known bond trading infra,52,15,0,15,0,false,https://jobs.ashbyhq.com/moment/f8e990cd-4517-47bb-93b0-3c5f1fddeb07
workday,1,caresource|wd1|caresource,threshold: 5+ nyc postings,healthcare,agent,high,known health insurer,62,14,2,269,0,false,https://caresource.wd1.myworkdayjobs.com/caresource/job/Bronx-NY-Office/Behavioral-Health-Medical-Director_R13278
greenhouse,1,aegworldwide,threshold: 5+ nyc postings,media_advertising,agent,high,known company,51,14,0,245,0,false,https://job-boards.greenhouse.io/aegworldwide/jobs/8499407002
greenhouse,1,woolpert,threshold: 5+ nyc postings,professional_services,agent,high,known AE firm,54,14,0,172,36,false,https://job-boards.greenhouse.io/woolpert/jobs/4111110009
workday,1,entandallergy|wd501|careers,threshold: 5+ nyc postings,healthcare,agent,high,known practice,62,14,55,135,0,false,https://entandallergy.wd501.myworkdayjobs.com/careers/job/Bronx-NY-10461/Audiologist----Bronx_R-100682-1
ashby,1,mercor,threshold: 5+ nyc postings,ai,agent,high,known company,54,14,0,114,0,false,https://jobs.ashbyhq.com/mercor/88e8c31f-8197-4948-8d8c-ff3ceee367ce
workday,1,djeholdings|wd5|edelman-careers-e200,threshold: 5+ nyc postings,media_advertising,agent,high,known company (Edelman),51,14,0,108,0,false,https://djeholdings.wd5.myworkdayjobs.com/edelman-careers-e200/job/New-York-New-York-USA/Temporary-Associate-Creative-Director--Art_JR103007
workday,1,fractal|wd1|careers,threshold: 5+ nyc postings,professional_services,agent,high,known analytics consulting,54,14,14,90,0,false,https://fractal.wd1.myworkdayjobs.com/careers/job/New-York/AI-Enablement-Consultant_SR-44946-1
greenhouse,1,securityscorecard,threshold: 5+ nyc postings,software,agent,high,"known company, cybersecurity saas",51,14,3,71,15,false,https://job-boards.greenhouse.io/securityscorecard/jobs/7951961
