"ats_vendor","ats_slug","sector","confidence","note"
"greenhouse","digrestaurants","hospitality_food","high","known company"
"greenhouse","diligentcorporation","software","high","known grc saas"
"greenhouse","diracinc","software","medium","known manufacturing software"
"greenhouse","dlrgroup","professional_services","high","known architecture/engineering firm"
"greenhouse","doordashusa","logistics_delivery","high","known company"
"greenhouse","dorsia","software","high","known dining app"
"greenhouse","doubleverify","software","high","known adtech measurement"
"greenhouse","drivewealth","fintech_finance","high","known company"
"greenhouse","drweng","fintech_finance","high","known trading firm"
"greenhouse","duolingo","education","high","known company"
"greenhouse","dvtrading","fintech_finance","high","known trading firm"
"greenhouse","eastharlemtutorialprogram","education","high","known charter network"
"greenhouse","edgewoodpartnersinsurancecenter","fintech_finance","high","known company, EPIC insurance brokers"
"greenhouse","edo","software","medium","tv ad measurement"
"greenhouse","emarketer","media_advertising","high","research publisher"
"greenhouse","emigrantbank","fintech_finance","high","known bank"
"greenhouse","employerdirecthealthcare","healthcare","high","known company"
"greenhouse","enigmaio","software","high","known business data platform"
"greenhouse","enterpret","ai","medium","ai feedback analytics"
"greenhouse","eonio","software","medium","unrecognized, sales titles"
"greenhouse","eositsolutions","staffing","medium","recruiter flag, IT staffing"
"greenhouse","eplusinc","software","high","known IT solutions provider"
"greenhouse","ernesta","consumer_goods","high","known company, rugs"
"greenhouse","eulerity","software","medium","marketing automation saas"
"greenhouse","everlaw","software","high","known company"
"greenhouse","evgspecialtynetwork","healthcare","medium","veterinary clinics"
"greenhouse","evolutioniq","ai","high","known insurance claims AI"
"greenhouse","examplecorpsandbox","unknown","low","greenhouse demo sandbox board"
"greenhouse","excelsportsmanagement","media_advertising","medium","sports agency"
"greenhouse","exiger","software","high","known risk software"
"greenhouse","faire","software","high","known marketplace"
"greenhouse","fairsteadescllc","real_estate_proptech","high","affordable housing owner"
"greenhouse","falconx","crypto","high","known company"
"greenhouse","familyoffice","fintech_finance","medium","titles: equity trader, quant"
"greenhouse","fanaticscollectibles","consumer_goods","high","Fanatics Collectibles"
"greenhouse","fanaticsfbg","software","high","Fanatics Betting & Gaming"
"greenhouse","fanduel","software","high","known sports betting platform"
"greenhouse","faradayfuture","industrial_construction","high","known company, ev maker"
"greenhouse","fartherfinance","fintech_finance","high","known company"
"greenhouse","fastly","software","high","known company"
"greenhouse","fay","healthcare","high","known dietitian care platform"
"greenhouse","feverup","software","high","known events marketplace"
"greenhouse","figma","software","high","known company"
"greenhouse","financialtechnologypartners","fintech_finance","high","investment bank"
"greenhouse","financialtimes33","media_advertising","high","known newspaper"
"greenhouse","fireblocks","crypto","high","known company"
"greenhouse","fiveringsllc","fintech_finance","high","known trading firm"
"greenhouse","flamingo","consumer_goods","high","known razor brand"
"greenhouse","flatironenergy","industrial_construction","medium","energy storage developer"
"greenhouse","flex","fintech_finance","medium","Flex rent payments fintech"
"greenhouse","flexport","logistics_delivery","high","known company"
"greenhouse","flip","software","medium","frontline employee app"
"greenhouse","flowcode","software","high","known company"
"greenhouse","flowtraders","fintech_finance","high","known company"
"greenhouse","flyzipline","logistics_delivery","high","known drone delivery"
"greenhouse","forafinancial","fintech_finance","high","known company, sme lending"
"greenhouse","foratravel","hospitality_food","medium","Fora travel agency platform"
"greenhouse","forgeglobal","fintech_finance","high","known company"
"greenhouse","formationbio","biotech_pharma","high","known company"
"greenhouse","freedomcare","healthcare","high","known home care"
"greenhouse","fubotv","media_advertising","high","known company, streaming"
"greenhouse","galaxydigitalservices","crypto","high","Galaxy Digital"
"greenhouse","gallerymediagroup","media_advertising","high","known media agency"
"greenhouse","gameseven","media_advertising","high","experiential agency titles"
"greenhouse","gardacp","fintech_finance","high","known company, hedge fund"
"greenhouse","garnerhealth","healthcare","medium","health navigation benefits"
"greenhouse","gcmgrosvenor","fintech_finance","high","known company, asset manager"
"greenhouse","gemini","crypto","high","known exchange"
"greenhouse","geniussports","software","high","known sports data company"
"greenhouse","gersonlehrmangroup","professional_services","high","known expert network"
"greenhouse","gigs","software","high","known connectivity API"
"greenhouse","gleanwork","ai","high","known company"
"greenhouse","globalwebindex","software","high","known audience research saas"
"greenhouse","glossgenius","software","high","known salon saas"
"greenhouse","glossier","consumer_goods","high","known company"
"greenhouse","gongio","software","high","known company"
"greenhouse","gonyc","education","high","titles: teachers, charter"
"greenhouse","goodinside","software","medium","known parenting app"
"greenhouse","gorjana","consumer_goods","medium","jewelry brand, store titles"
"greenhouse","guidepoint","professional_services","high","expert network"
"greenhouse","guidepostmontessori","education","high","known company"
"greenhouse","gusto","software","high","known company"
"greenhouse","gyde","software","low","unrecognized, generic titles"
"greenhouse","gymshark","consumer_goods","high","known company"
"greenhouse","haizelabs","ai","high","known AI evals lab"
"greenhouse","harlemgrown","nonprofit_social_services","high","known nonprofit"
"greenhouse","harnessinc","software","high","known dev tools"
"greenhouse","harrys","consumer_goods","high","known company"
"greenhouse","heartflowinc","biotech_pharma","high","known cardiac diagnostics"
"greenhouse","hebrewpublic","education","high","charter network, teacher titles"
"greenhouse","hellofresh","hospitality_food","high","known company, meal kits"
"greenhouse","hellotend","healthcare","high","known company, Tend dental"
"greenhouse","heraldapi","fintech_finance","medium","known insurance API"
"greenhouse","hextechnologies","software","high","known data tool"
"greenhouse","hightouch","software","high","known company"
"greenhouse","highwire","media_advertising","high","PR agency"
"greenhouse","hillhousehome","consumer_goods","high","known apparel brand"
"greenhouse","housebuyersofamerica","real_estate_proptech","high","home buyer"
"greenhouse","hs","healthcare","high","titles: therapists, Headspace"
"greenhouse","humanagency","staffing","low","recruiter flag, mixed titles"
"greenhouse","humeai","ai","high","known AI lab"
"greenhouse","icapitalnetwork","fintech_finance","high","known company"
"greenhouse","iconiq","fintech_finance","high","known company, ICONIQ Capital"
"greenhouse","idme","software","high","known company"
"greenhouse","iex","fintech_finance","high","known exchange"
"greenhouse","imafinancialgroup","fintech_finance","high","known insurance brokerage"
"greenhouse","imc","fintech_finance","high","known company, trading"
"greenhouse","impact","software","high","known partnership platform"
"greenhouse","impiricus","software","medium","pharma engagement platform"
"greenhouse","incommonwith","consumer_goods","medium","lighting design brand"
"greenhouse","inmobi","software","high","adtech platform"
"greenhouse","innovid","software","high","known adtech platform"
"greenhouse","insider","media_advertising","high","known company"
"greenhouse","inspiraeducation","education","high","admissions consulting, tutoring"
"greenhouse","interbrand","media_advertising","high","known brand agency"
"greenhouse","internaljobsatlush","consumer_goods","high","known company, Lush cosmetics"
"greenhouse","iovino","industrial_construction","high","titles: superintendent, estimator"
"greenhouse","iterable","software","high","known marketing saas"
"greenhouse","iterativehealth","biotech_pharma","medium","clinical research sites, GI ai"
"greenhouse","ivalua","software","high","known procurement saas"
"greenhouse","ivxhealth","healthcare","high","known infusion centers"
"greenhouse","janestreet","fintech_finance","high","known company"
"greenhouse","jennikayne","consumer_goods","high","known apparel/home brand"
"greenhouse","jobsatphamily","healthcare","medium","titles: clinical RN, care coordination"
"greenhouse","jobsmckinneycom","media_advertising","high","known agency"
"greenhouse","jomboymedia","media_advertising","high","known company"
"greenhouse","jordanparkgroup","fintech_finance","high","known wealth manager"
"greenhouse","jrmconstructionmanagementllc","industrial_construction","high","construction management"
"greenhouse","jshiddenevents","fintech_finance","high","known Jane Street"
"greenhouse","jumptrading","fintech_finance","high","known trading firm"
"greenhouse","justworks","software","high","known PEO/HR saas"
"greenhouse","kalepa","software","high","known insurance underwriting saas"
"greenhouse","kalshi","crypto","high","known prediction market"
"greenhouse","kargo22","software","high","known adtech platform"
"greenhouse","keelinfrastructure","industrial_construction","medium","titles: data center construction"
"greenhouse","keplergroup","media_advertising","high","known media agency"
"greenhouse","khaite","consumer_goods","high","known luxury fashion"
"greenhouse","khealthcareers","healthcare","high","known digital health"
"greenhouse","kizen","software","medium","custom domain, SaaS titles"
"greenhouse","known","media_advertising","high","agency"
"greenhouse","konradgroup","professional_services","high","digital consultancy"
"greenhouse","krollbondratingagency","fintech_finance","high","known rating agency"
"greenhouse","later","software","high","social media saas"
"greenhouse","launch2","media_advertising","low","unrecognized, adtech/marketing data titles"
"greenhouse","layerhealth","ai","high","known clinical AI"
"greenhouse","layerzerolabs","crypto","high","known protocol"
"greenhouse","leadingedgespecializeddentistry","healthcare","medium","titles: dental"
"greenhouse","legalservicesnyc","nonprofit_social_services","high","legal aid nonprofit"
"greenhouse","lextech","software","low","unrecognized, generic titles"
"greenhouse","lightningai","ai","high","ai infra"
"greenhouse","linqia","media_advertising","high","known influencer marketing"
"greenhouse","liveperson","software","high","known company"
"greenhouse","lolablankets","consumer_goods","medium","dtc blankets"
"greenhouse","lush","retail","high","known company"
"greenhouse","lusternational","professional_services","medium","construction management consultancy"
"greenhouse","lyft","software","high","known company"
"greenhouse","madisonreedcolorbar","consumer_goods","medium","beauty brand, salon titles"
"greenhouse","maesa","consumer_goods","high","known beauty company"
"greenhouse","majorleaguebaseball","media_advertising","high","known company"
"greenhouse","mammothbrands","consumer_goods","high","harry's parent cpg"
"greenhouse","marscousg","professional_services","medium","titles: consultants"
"greenhouse","matteprojects","media_advertising","high","creative agency"
"greenhouse","mavenclinic","healthcare","high","known digital health"
"greenhouse","mbooth","media_advertising","high","PR agency"
"greenhouse","mboothhealth","media_advertising","high","known health pr agency"
"greenhouse","medelitellc","healthcare","medium","titles: clinicians, medical staffing"
"greenhouse","mediabrands","media_advertising","high","IPG Mediabrands"
"greenhouse","mejuri","consumer_goods","high","known jewelry brand"
"greenhouse","melio","fintech_finance","high","known company, b2b payments"
"greenhouse","merceradvisors","fintech_finance","high","known wealth manager"
"greenhouse","mercury","fintech_finance","high","known company"
"greenhouse","mesh","crypto","high","known crypto connectivity"
"greenhouse","metropolis","software","high","known parking tech company"
"greenhouse","metropolitancommercialbank","fintech_finance","high","known bank"
"greenhouse","metroveincenters","healthcare","high","titles: clinic staff"
"greenhouse","mettel","software","medium","telecom managed services"
"greenhouse","miopartners","fintech_finance","high","known company"
"greenhouse","mixpanel","software","high","known company"
"greenhouse","modoenergy","software","high","energy analytics saas"
"greenhouse","moloco","software","high","known company, adtech"
"greenhouse","mongodb","software","high","known company"
"greenhouse","monks","media_advertising","high","known agency"
"greenhouse","monstro","ai","medium","AI banking compliance, titles"
"greenhouse","morganfranklinconsultingllc","professional_services","high","known consulting firm"
"greenhouse","morganmorganjobsapplynow","professional_services","high","law firm"
"greenhouse","mossnewyorkllc","hospitality_food","medium","titles: bartender, cook, events"
"greenhouse","movableink","software","high","known martech saas"
"greenhouse","moversshakers","media_advertising","high","creative ad agency"
"greenhouse","mrbeastyoutube","media_advertising","high","known creator company"
"greenhouse","msfcareers","nonprofit_social_services","high","known org, Doctors Without Borders"
"greenhouse","mthreerecruitingportal","staffing","high","known hire-train-deploy firm"
"greenhouse","myriad360","professional_services","medium","IT solutions integrator titles"
"greenhouse","n2publishingglassdoor","media_advertising","high","known N2 Publishing"
"greenhouse","nabis","logistics_delivery","medium","cannabis distribution, drivers"
"greenhouse","nanit","consumer_goods","high","known baby monitor"
"greenhouse","nationallifeinsurancecompany","fintech_finance","high","insurer"
"greenhouse","nebius","ai","high","known company, ai infra"
"greenhouse","nexamp","industrial_construction","high","known solar company"
"greenhouse","nextstreet","professional_services","medium","known small business consulting"
"greenhouse","nflcareers","media_advertising","high","NFL"
"greenhouse","noomgrowth","healthcare","high","known company"
"greenhouse","northbeam","software","high","known marketing analytics"
"greenhouse","novacredit","fintech_finance","high","known company"
"greenhouse","numerix","software","high","known financial risk software"
"greenhouse","nve","media_advertising","high","known experiential agency"
"greenhouse","nycedc","government_public","high","NYC public authority"
"greenhouse","oasissecurity","software","high","known security saas"
"greenhouse","obexp","media_advertising","medium","experiential events agency titles"
"greenhouse","ocrolusinc","fintech_finance","high","known lending document AI"
"greenhouse","octanelending","fintech_finance","high","known company, lending"
"greenhouse","octaura","fintech_finance","high","loan trading platform"
"greenhouse","octus","fintech_finance","medium","credit intelligence data"
"greenhouse","ogilvy","media_advertising","high","known agency"
"greenhouse","ogilvyhealthusa","media_advertising","high","known agency"
"greenhouse","okta","software","high","known company"
"greenhouse","olaplexcareers","consumer_goods","high","known company"
"greenhouse","oldcastlebuildingenvelope","industrial_construction","high","known company, glass/glazing"
"greenhouse","oldmissioncapital","fintech_finance","high","known trading firm"
"greenhouse","oliverusa","media_advertising","high","known agency"
"greenhouse","onemedical","healthcare","high","known company"
"greenhouse","onrunning","consumer_goods","high","known company"
"greenhouse","opentable","software","high","known company"
"greenhouse","operationscareers","logistics_delivery","medium","titles: e-scooter delivery drivers"
"greenhouse","optiverus","fintech_finance","high","known trading firm"
"greenhouse","optoinvest","fintech_finance","high","known alt investing platform"
"greenhouse","orchestra","media_advertising","high","PR agency holding"
"greenhouse","origisenergy","industrial_construction","high","known solar developer"
"greenhouse","orrgroup","professional_services","medium","nonprofit fundraising consulting"
"greenhouse","oscar","healthcare","high","Oscar Health insurer"
"greenhouse","oulahealth","healthcare","high","known maternity clinics"
"greenhouse","oura","consumer_goods","high","known wearable hardware"
"greenhouse","pagaya","fintech_finance","high","known company"
"greenhouse","pallet","ai","medium","AI logistics agents"
"greenhouse","palmettocleantech","industrial_construction","high","known solar company"
"greenhouse","panteracapitalcareers","crypto","high","known crypto asset manager"
"greenhouse","parachutehealth","software","high","known healthcare saas"
"greenhouse","parloa","ai","high","known ai agents company"
"greenhouse","parsleyhealth","healthcare","high","known clinic"
"greenhouse","partnerize","software","high","known partnership platform"
"greenhouse","patientpoint","media_advertising","medium","point-of-care advertising"
"greenhouse","paveakatroveinformationtechnologies","software","high","known comp software"
"greenhouse","pdtpartners","fintech_finance","high","known quant fund"
"greenhouse","peachy","healthcare","medium","titles: aesthetic injector NP"
"greenhouse","pelago","healthcare","high","known digital addiction care"
"greenhouse","peloton","consumer_goods","high","known company"
"greenhouse","pendo","software","high","known company"
"greenhouse","peregrinetechnologies","software","high","known public safety software"
"greenhouse","perionnetworkltd","software","high","known company, adtech"
"greenhouse","perryellisinternational","consumer_goods","high","known apparel company"
"greenhouse","perscholashires","education","high","known nonprofit, tech training"
"greenhouse","pharomanagement","fintech_finance","high","known hedge fund"
"greenhouse","philo","media_advertising","high","known streaming TV"
"greenhouse","physicsx","ai","high","known company, AI for engineering"
"greenhouse","picoquantitativetrading","software","medium","pico, capital markets tech infra"
"greenhouse","piermontbank","fintech_finance","high","bank"
"greenhouse","pinterest","software","high","known company"
"greenhouse","pinwheelapi","fintech_finance","high","known payroll API"
"greenhouse","pitchbookdata","software","high","known financial data platform"
"greenhouse","pixability","software","high","known video adtech"
"greenhouse","pmc","media_advertising","high","Penske Media"
"greenhouse","pmg","media_advertising","high","digital marketing agency"
"greenhouse","point72","fintech_finance","high","known company"
"greenhouse","pontera","fintech_finance","high","known retirement fintech"
"greenhouse","postman","software","high","known company"
"greenhouse","powerhousearts","nonprofit_social_services","high","known arts nonprofit"
"greenhouse","practisinglawinstitute","education","high","known legal education nonprofit"
"greenhouse","precisionaq","media_advertising","medium","healthcare marketing agency"
"greenhouse","precisionmedicinegroup","biotech_pharma","high","CRO"
"greenhouse","prophet","professional_services","high","known brand consultancy"
"greenhouse","prosek","media_advertising","high","known PR agency"
"greenhouse","proshares","fintech_finance","high","known company"
"greenhouse","proto","professional_services","low","titles: design/engagement agency"
"greenhouse","prove","software","medium","identity verification saas"
"greenhouse","pubmatic","software","high","known adtech platform"
"greenhouse","purestorage","software","medium","known company, storage infra/hardware"
"greenhouse","pursuit","nonprofit_social_services","high","known workforce nonprofit"
"greenhouse","quberesearchandtechnologies","fintech_finance","high","known quant firm"
"greenhouse","quip","consumer_goods","high","known oral care brand"
"greenhouse","radar","software","high","known company, location platform"
"greenhouse","radixexperienced","fintech_finance","high","known trading firm"
"greenhouse","rapidsos","software","high","known emergency data platform"
"greenhouse","reachdesk","software","medium","gifting platform"
"greenhouse","rebag","retail","high","known company"
"greenhouse","recursionpharmaceuticals","biotech_pharma","high","known company"
"greenhouse","reddit","software","high","known company"
"greenhouse","redventures","media_advertising","high","known digital media company"
"greenhouse","reformation","consumer_goods","high","known apparel brand"
"greenhouse","renttherunway","retail","high","known company"
"greenhouse","resortpass","software","high","known company"
"greenhouse","revivn","logistics_delivery","low","hardware pickup and reuse"
"greenhouse","revloncorporate","consumer_goods","high","known company"
"greenhouse","ridgeline","software","high","known investment mgmt saas"
"greenhouse","rightwayhealthcare","healthcare","high","known care navigation"
"greenhouse","rimestechnologies","software","high","known financial data software"
"greenhouse","ripple","crypto","high","known company"
"greenhouse","riskified","software","high","known fraud prevention saas"
"greenhouse","robinhood","fintech_finance","high","known company"
"greenhouse","rocketmiles","software","high","known company, travel marketplace"
"greenhouse","rockstargames","media_advertising","high","known game studio"
"greenhouse","roivantsciences","biotech_pharma","high","known company"
"greenhouse","roku","media_advertising","high","known company"
"greenhouse","rolandfoodsllc","consumer_goods","high","known company, specialty foods"
"greenhouse","rtwinvestments","fintech_finance","high","known company, RTW asset manager"
"greenhouse","ruelala","retail","high","known company, e-commerce"
"greenhouse","rumble","software","high","known company, video platform"
"greenhouse","sage49","software","medium","senior living care software"
"greenhouse","scaleai","ai","high","known company"
"greenhouse","schimenticonstructioncompany","industrial_construction","high","titles: superintendent, estimator"
"greenhouse","schonfeld","fintech_finance","high","known hedge fund"
"greenhouse","schrdinger","biotech_pharma","high","known drug discovery software"
"greenhouse","seatgeek","software","high","known company"
"greenhouse","secretariatadvisorsllc","professional_services","high","expert consulting"
"greenhouse","securityscorecard","software","high","known company, cybersecurity saas"
"greenhouse","semafor","media_advertising","high","known company"
"greenhouse","serhant","real_estate_proptech","high","brokerage"
"greenhouse","setpoint","fintech_finance","high","known capital markets fintech"
"greenhouse","sevenresearch","staffing","low","recruiter flag, quant titles"
"greenhouse","sharkninjaoperatingllc","consumer_goods","high","known company"
"greenhouse","shelf","software","medium","known knowledge mgmt SaaS"
"greenhouse","shieldshealthsolutions","healthcare","high","specialty pharmacy titles"
"greenhouse","shoparoundthecorner","retail","medium","titles: bookseller, barista"
"greenhouse","shopmy","software","high","creator commerce platform"
"greenhouse","sigmacomputing","software","high","known company"
"greenhouse","similarweb","software","high","known company"
"greenhouse","sixthstreet","fintech_finance","high","known investment firm"
"greenhouse","skilledwoundcare","healthcare","high","titles: physician, rn"
"greenhouse","skinlaundry","healthcare","medium","laser clinics, rn titles"
"greenhouse","smartlyio","software","high","known adtech platform"
"greenhouse","smcp","consumer_goods","high","sandro/maje apparel"
"greenhouse","snorkelai","ai","high","known company"
"greenhouse","sofi","fintech_finance","high","known company"
"greenhouse","sohohouseco","hospitality_food","high","known company"
"greenhouse","sollishealth","healthcare","high","known concierge medical"
"greenhouse","solmentalhealth","healthcare","high","titles: therapists"
"greenhouse","sonymusicentertainment","media_advertising","high","known company"
"greenhouse","sothebys","retail","medium","auction house"
"greenhouse","soundcloud71","media_advertising","high","known music platform"
"greenhouse","speechify","ai","high","known company"
"greenhouse","sphereentertainment","media_advertising","high","known company"
"greenhouse","sponsorsforeducationalopportunity","education","high","known education nonprofit"
"greenhouse","spothopper","software","medium","restaurant marketing saas"
"greenhouse","springhealth66","healthcare","high","known mental health"
"greenhouse","spsnorthamerica","professional_services","medium","SPS outsourced office services"
"greenhouse","squarepointcapital","fintech_finance","high","known company"
"greenhouse","squarespace","software","high","known company"
"greenhouse","stackline","software","high","known company"
"greenhouse","stage","fintech_finance","high","KKR, Global Atlantic"
"greenhouse","stashinvest","fintech_finance","high","known company"
"greenhouse","stepstone","fintech_finance","high","known company, StepStone Group"
"greenhouse","stripe","fintech_finance","high","known company"
"greenhouse","studsinc","retail","high","known piercing studio retailer"
"greenhouse","successacademycharterschool","education","high","known charter network"
"greenhouse","suitsupply","retail","high","known company, store titles"
"greenhouse","supergoop","consumer_goods","high","known company"
"greenhouse","svetness","healthcare","medium","titles: personal trainers, fitness"
"greenhouse","swayable","software","medium","research/measurement platform"
"greenhouse","sweetgreen","hospitality_food","high","known company"
"greenhouse","syskahennessy","professional_services","high","engineering firm"
"greenhouse","system","software","low","unrecognized, generic titles"
"greenhouse","taboola","software","high","known adtech platform"
"greenhouse","taketwo","media_advertising","high","known company, games"
"greenhouse","talkspace","healthcare","high","known company"
"greenhouse","tatari","software","high","known tv adtech platform"
"greenhouse","teachinglab","education","high","known education nonprofit"
"greenhouse","teads1","software","high","known adtech platform"
"greenhouse","tecovas","consumer_goods","high","known dtc boots brand"
"greenhouse","tegnainc","media_advertising","high","known company, broadcaster"
"greenhouse","teneolinkedin","professional_services","high","advisory firm"
"greenhouse","testendouble","professional_services","low","energy efficiency services"
"greenhouse","thatch","fintech_finance","medium","health benefits fintech"
"greenhouse","thebrattlegroup","professional_services","high","economic consulting"
"greenhouse","theeconomistgroup","media_advertising","high","known company"
"greenhouse","thefarmersdog","consumer_goods","high","dtc pet food"
"greenhouse","theknotworldwide","software","high","wedding marketplace"
"greenhouse","thenewyorktimes","media_advertising","high","known company"
"greenhouse","theorchard","media_advertising","high","music distribution"
"greenhouse","thesiscareers","consumer_goods","medium","dtc supplements"
"greenhouse","thetradedesk","software","high","known adtech platform"
"greenhouse","theweathercompany","software","medium","known company"
"greenhouse","thoughtworks","professional_services","high","known consultancy"
"greenhouse","tia","healthcare","high","known women's health clinics"
"greenhouse","toast","software","high","known company"
"greenhouse","toogoodtogo","software","medium","food surplus marketplace app"
"greenhouse","towerresearchcapital","fintech_finance","high","known trading firm"
"greenhouse","translucent","ai","medium","titles: applied ai healthcare"
"greenhouse","tripactions","software","high","Navan"
"greenhouse","triplelift","software","high","known adtech platform"
"greenhouse","triplewhale","software","high","known ecommerce analytics"
"greenhouse","trovohealth","healthcare","medium","clinical care team titles"
"greenhouse","truebill","fintech_finance","high","known Rocket Money"
"greenhouse","trustpilot","software","high","known review platform"
"greenhouse","try-picnic","hospitality_food","medium","titles: kitchen, delivery driver"
"greenhouse","tubitv","media_advertising","high","known streaming service"
"greenhouse","turing","ai","high","known AI data company"
"greenhouse","twitch","software","high","known streaming platform"
"greenhouse","tysonmendesllp","professional_services","high","law firm"
"greenhouse","udio","ai","high","known AI music"
"greenhouse","umt","media_advertising","medium","music publishing/brand partnerships titles"
"greenhouse","understood","nonprofit_social_services","high","known org, Understood.org"
"greenhouse","unframe","ai","medium","enterprise AI platform"
"greenhouse","unitedmasterstranslation","media_advertising","high","known company, UnitedMasters/Translation"
"greenhouse","unitedveincenters","healthcare","high","titles: surgeons, medical assistants"
"greenhouse","unlockhealth","media_advertising","high","known healthcare marketing agency"
"greenhouse","upwardhealth","healthcare","high","titles: nurse care manager"
"greenhouse","urbancompass","real_estate_proptech","high","Compass brokerage"
"greenhouse","usenourish","healthcare","high","Nourish dietitian telehealth"
"greenhouse","vanleeuwenicecream","hospitality_food","high","known company"
"greenhouse","vaticlabs","fintech_finance","high","known quant trading firm"
"greenhouse","vaynermedia","media_advertising","high","known agency"
"greenhouse","verainstituteofjustice","nonprofit_social_services","high","known justice nonprofit"
"greenhouse","vercel","software","high","known company"
"greenhouse","veritasvetpartners","healthcare","medium","titles: veterinary clinics"
"greenhouse","verkada","software","high","known company"
"greenhouse","verve","software","medium","adtech platform"
"greenhouse","vestwell","fintech_finance","high","known company"
"greenhouse","veterinaryemergencygroupst","healthcare","medium","veterinary care"
"greenhouse","veterinarypracticepartners","healthcare","medium","veterinary clinics"
"greenhouse","via","logistics_delivery","high","Via transit"
"greenhouse","viamrobotics","software","high","known company, robotics platform"
"greenhouse","vianttechnology","software","high","known adtech platform"
"greenhouse","virtu","fintech_finance","high","known company"
"greenhouse","viseai","fintech_finance","high","known AI asset manager"
"greenhouse","vivvi","education","high","known childcare and preschool"
"greenhouse","vmlenterprisesolutions","media_advertising","high","known agency, recruiter flag"
"greenhouse","voxmedia","media_advertising","high","known publisher"
"greenhouse","vsapartners","professional_services","high","known design agency"
"greenhouse","vtex","software","high","known company"
"greenhouse","vts","real_estate_proptech","high","known proptech"
"greenhouse","wallstreetprep","education","high","known finance training"
"greenhouse","waymo","ai","medium","autonomous driving"
"greenhouse","wehrtyou","fintech_finance","high","Hudson River Trading"
"greenhouse","weights_and_biases","ai","high","known ML tooling, CoreWeave"
"greenhouse","whalarinc","media_advertising","high","known influencer agency"
"greenhouse","whop","software","high","known digital products marketplace"
"greenhouse","wilsonelser","professional_services","high","known law firm"
"greenhouse","wilsonelserattorneys","professional_services","high","known law firm"
"greenhouse","withcoverage","fintech_finance","medium","insurance brokerage, claims titles"
"greenhouse","wizinc","software","high","known company"
"greenhouse","woolpert","professional_services","high","known AE firm"
"greenhouse","workato","software","high","known company"
"greenhouse","workwize","software","medium","IT equipment saas"
"greenhouse","wpp","media_advertising","high","known company"
"greenhouse","wppmedia","media_advertising","high","known company"
"greenhouse","wundermanthompson","media_advertising","high","VML agency"
"greenhouse","xai","ai","high","known company"
"greenhouse","xantium","fintech_finance","medium","titles: quant trading"
"greenhouse","yext","software","high","known company"
"greenhouse","zerostudios","media_advertising","medium","creative agency titles"
"greenhouse","zetaglobal","software","high","known adtech platform"
"greenhouse","zocdoc","software","high","known company, healthcare marketplace"
"greenhouse","zola","software","high","known wedding marketplace"
"icims","bronxcare","healthcare","high","known hospital"
"icims","liveonny","healthcare","high","known organ procurement org"
"icims","nybloodcenter","healthcare","high","known blood center"
"icims","nyfoundling","nonprofit_social_services","high","known human services nonprofit"
"icims","nyit","education","high","known university"
"icims","nyu","education","high","known university"
"lever","aircall","software","high","known company"
"lever","angellist","fintech_finance","high","known company"
"lever","arootah","professional_services","medium","fractional advisor network"
"lever","asapp-2","ai","high","known company"
"lever","avalerehealth","professional_services","medium","healthcare consulting and agency"
"lever","beghouconsulting","professional_services","high","known consulting firm"
"lever","bespokepost","retail","high","known e-commerce retailer"
"lever","bisnow","media_advertising","medium","known CRE media, mixed titles"
"lever","bluebottlecoffee","hospitality_food","high","known company"
"lever","boxlunch","retail","high","known company"
"lever","brillio-2","professional_services","high","known IT consulting"
"lever","buckmason","consumer_goods","high","apparel brand"
"lever","canarytechnologies","software","high","known hotel software"
"lever","cents","software","high","known company"
"lever","certik","crypto","high","known blockchain security"
"lever","cgsfederal","government_public","high","federal contractor, cleared paralegals"
"lever","cmgx","fintech_finance","medium","capital markets platform"
"lever","copia","software","medium","robotics devops software"
"lever","crosscountry-consulting","professional_services","high","consulting titles override recruiter flag"
"lever","cscgeneration-2","retail","high","known company, Sur La Table"
"lever","destinationknot","hospitality_food","medium","titles: hotel reservations, travel agency"
"lever","duetti","media_advertising","high","known company, music catalogs"
"lever","ekimetrics","professional_services","high","known data consultancy"
"lever","elfbeauty","consumer_goods","high","known company"
"lever","equativ","software","high","known adtech platform"
"lever","esrtreit","real_estate_proptech","high","known REIT (Empire State)"
"lever","fi","consumer_goods","high","known company, Fi dog collar"
"lever","filevine","software","high","legal saas"
"lever","finch","software","high","known HRIS API"
"lever","findigs","real_estate_proptech","high","known rental screening proptech"
"lever","floqast","software","high","known company"
"lever","funxyz","crypto","high","known web3 wallet infra"
"lever","gauntlet","crypto","high","known company, defi risk"
"lever","globalelitecareers","fintech_finance","low","remote insurance sales recruiting"
"lever","gopuff","logistics_delivery","high","known company"
"lever","h1","software","medium","H1 healthcare data platform"
"lever","heyrowan","retail","high","known company"
"lever","hhaexchange","software","high","known company, home care software"
"lever","hypebeast","media_advertising","high","known company"
"lever","insomniacookies","hospitality_food","high","known company"
"lever","intenseye","ai","medium","known AI workplace safety"
"lever","ion","software","high","known fintech software group"
"lever","kraken123","software","medium","kraken tech energy platform"
"lever","launchsquad","media_advertising","high","pr agency titles"
"lever","lexeotx","biotech_pharma","high","known company"
"lever","lifestance","healthcare","high","known mental health provider"
"lever","lindblad-expeditions","hospitality_food","high","known expedition cruises"
"lever","logrocket","software","high","known dev tools"
"lever","lyrahealth","healthcare","high","known company"
"lever","matchgroup","software","high","known company"
